Function,Gene,NH4_1,NH4_2,NH4_3,NH4_average,alanine_1,alanine_2,alanine_3,alanine_average,log2FoldChange,pvalue,qvalue
sugar transporter,HVO_2097,6.998893,7.256122,6.9932017,7.0827389,7.147857,7.2928767,7.3760448,7.2722595,0.1895206,0.158179807,0.549293482
ATP-dependent DNA helicase,HVO_1333,7.0607667,7.335665,7.455777,7.284069567,7.5364947,7.1453056,7.7400336,7.473944633,0.189875067,0.417142381,0.678218029
"lipoprotein, putative",HVO_2480,5.1786103,5.344483,5.64396,5.389017767,5.4273252,5.3090186,6.000406,5.5789166,0.189898833,0.494997145,0.712435535
Putative dehydrogenase,HVO_0505,5.984856,6.1668253,6.231222,6.127634433,6.2395754,6.0464764,6.6671515,6.317734433,0.1901,0.390652844,0.668300866
conserved hypothetical protein,HVO_1118,10.385699,10.531207,10.131726,10.349544,9.948106,10.836397,10.834486,10.539663,0.190119,0.582113277,0.758078892
short-chain family oxidoreductase,HVO_2590,6.5243397,6.69545,6.597704,6.605831233,6.869422,6.7979918,6.7207446,6.7960528,0.190221567,0.044071769,0.314943402
"bacterio-opsin activator-like protein, putative",HVO_1357,6.9776936,7.390661,6.8157053,7.0613533,7.107921,7.1082816,7.5397353,7.2519793,0.190626,0.441963797,0.69153616
hypothetical protein,HVO_1362,7.4531183,7.23058,8.767377,7.8170251,7.699098,7.75632,8.567667,8.007695,0.1906699,0.748700479,0.860314708
HTR-like protein,HVO_0110,6.8962135,7.043324,7.1176343,7.019057267,7.0497613,7.3227606,7.258888,7.210469967,0.1914127,0.142446733,0.533150926
geranylgeranyl hydrogenase,HVO_0396,5.684651,5.993269,5.7027726,5.7935642,5.8262587,5.871121,6.2577972,5.985058967,0.191494767,0.321969883,0.65607814
conserved hypothetical protein TIGR00481,HVO_0426,5.4977922,5.5048237,5.936093,5.6462363,5.718551,5.6215672,6.1737185,5.837945567,0.191709267,0.43948923,0.6914191
conserved hypothetical protein,HVO_2498,5.7305655,6.081781,6.127203,5.979849833,6.012547,5.871949,6.6301856,6.171560533,0.1917107,0.508639612,0.721070386
hypothetical protein (TBD),HVO_1810,6.3961487,6.5832334,7.1922307,6.723870933,6.8845925,6.9515777,6.9107533,6.915641167,0.191770233,0.470941003,0.697398698
"glycosyltransferase homolog, putative (TBD)",HVO_0760,6.527231,6.776457,6.928763,6.744150333,6.7084236,6.6113977,7.489428,6.936416433,0.1922661,0.558416148,0.744137176
ribosomal protein S28.eR,HVO_2738,13.772321,14.119119,13.889273,13.92690433,13.772036,14.0155,14.570819,14.11945167,0.192547333,0.495997123,0.713040597
hypothetical protein,HVO_B0296,6.7533956,6.5700884,6.5301356,6.6178732,6.495074,6.2563925,7.679924,6.8104635,0.1925903,0.687801941,0.822392608
transcription initiation factor TFB,HVO_0226,5.7371187,5.844424,6.1075044,5.896349033,6.0643144,5.795468,6.409127,6.089636467,0.193287433,0.407240136,0.674809819
uspA domain protein,HVO_0938,6.1817455,5.972545,5.8431826,5.9991577,5.9338703,6.3197784,6.323818,6.1924889,0.1933312,0.30029975,0.650109412
unknown protein,HVO_A0543,5.9740677,5.8465204,6.758838,6.193142033,6.174126,6.1448717,6.8408594,6.386619033,0.193477,0.623853492,0.782024588
hypothetical protein,HVO_0432,6.7683945,7.4102683,7.5518827,7.243515167,7.292829,7.1182404,7.9000955,7.437054967,0.1935398,0.597567497,0.764464358
conserved hypothetical protein,HVO_2980,7.4391522,7.392906,8.636737,7.822931733,7.6934795,7.6868505,8.66959,8.01664,0.193708267,0.72932102,0.847577797
alanyl-tRNA synthetase,HVO_0206,7.691002,8.404663,7.9376197,8.0110949,8.120121,7.9789934,8.515836,8.204983467,0.193888567,0.503169623,0.717912978
glutamate 5-kinase,HVO_1371,9.813596,10.495048,10.181718,10.163454,10.7032795,10.397883,9.971465,10.3575425,0.1940885,0.539322916,0.73426779
conserved protein,HVO_0781,5.9168587,6.3741703,6.134929,6.141986,6.1110773,5.991147,6.9077168,6.336647033,0.194661033,0.571787101,0.751573495
hypothetical protein,HVO_2994,6.578671,6.8928905,7.1341715,6.868577667,6.8252316,6.3796787,7.9856877,7.063532667,0.194955,0.719100697,0.843010675
conserved hypothetical protein,HVO_1595,7.0101457,7.6920843,7.1455355,7.2825885,7.048169,7.057256,8.328072,7.477832333,0.195243833,0.70121856,0.829678136
transcription regulator AsnC family,HVO_2029,9.471225,10.1143265,9.821263,9.8022715,10.108791,9.46388,10.4212885,9.9979865,0.195715,0.59324277,0.76235809
pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase),HVO_1266,8.563703,8.694754,8.194363,8.484273333,8.500787,8.654626,8.886258,8.680557,0.196283667,0.353263225,0.661493618
conserved hypothetical protein,HVO_1655,9.447625,9.990272,9.935729,9.791208667,9.820436,9.940276,10.204324,9.988345333,0.197136667,0.39369408,0.668300866
unknown protein,HVO_A0620,6.2846828,7.166797,7.2973137,6.9162645,6.986047,6.5951114,7.759658,7.113605467,0.197340967,0.694422762,0.825772094
hypothetical protein,HVO_2940,6.345105,5.66269,5.8096623,5.939152433,5.6598997,6.168537,6.5811586,6.136531767,0.197379333,0.590181422,0.7608365
conserved hypothetical protein,HVO_0908,8.972592,9.87637,9.887193,9.578718333,9.477684,9.559314,10.291713,9.776237,0.197518667,0.64617303,0.796227435
hypothetical protein,HVO_1569,7.9904637,8.080566,8.264901,8.1119769,8.023682,8.189336,8.716108,8.309708667,0.197731767,0.426917328,0.684887968
conserved hypothetical protein,HVO_0265,6.567772,6.0353518,6.34089,6.314671267,6.213081,6.247773,7.0764976,6.512450533,0.197779267,0.571837098,0.751573495
DUF123 domain protein,HVO_1701,5.552687,5.678426,5.754056,5.661723,5.5808225,5.638608,6.359921,5.859783833,0.198060833,0.484556513,0.706017442
conserved hypothetical protein,HVO_1993,6.6256723,6.485768,6.824206,6.645215433,6.52393,6.811408,7.194646,6.843328,0.198112567,0.414242,0.677237561
predicted protein,HVO_A0221,7.006549,6.8942213,7.41694,7.105903433,7.2918463,7.144732,7.4762955,7.304291267,0.198387833,0.345267123,0.661274739
biotin--acetyl-CoA-carboxylase ligase,HVO_2485,6.5907845,7.3361387,7.287808,7.071577067,7.1654496,6.8224306,7.8221645,7.2700149,0.198437833,0.628660482,0.785423286
conserved hypothetical protein,HVO_2199,5.4176607,5.588967,5.85496,5.620529233,5.6277914,5.590369,6.2394366,5.819199,0.198669767,0.464385376,0.696037096
nitrate transporter,HVO_1709,5.5821347,5.7768173,5.8324323,5.730461433,5.771623,5.6567016,6.359626,5.929316867,0.198855433,0.437028434,0.689328377
sodium-dependent phosphate transporter,HVO_0248,6.2193794,6.111306,6.3523364,6.227673933,6.2844605,6.1750703,6.8205194,6.4266834,0.199009467,0.399531371,0.670653965
DNA binding protein putative transcriptional regulator,HVO_1070,5.9204874,5.824487,5.9432983,5.8960909,5.867253,6.072832,6.345242,6.095109,0.1990181,0.236776089,0.632037423
hypothetical protein,HVO_B0372,8.720525,8.4145775,7.757934,8.297678833,8.283869,8.460664,8.74599,8.496841,0.199162167,0.560665267,0.745389091
conserved hypothetical protein,HVO_1702,5.5483904,5.7315845,5.8034205,5.694465133,5.84348,5.787281,6.051088,5.893949667,0.199484533,0.145223067,0.534829577
4-hydroxybenzoate 3-monooxygenase,HVO_2650,9.899564,10.07391,9.77003,9.914501333,10.102979,10.051233,10.187788,10.114,0.199498667,0.107865673,0.47276928
transducer protein Htr39,HVO_0969,5.972402,5.975173,6.2657337,6.0711029,6.0863304,6.009768,6.7158284,6.270642267,0.199539367,0.459292977,0.696037096
3-oxoadipate enol-lactone hydrolase/4-carboxymuconolactone decarboxylase,HVO_0207,5.499719,5.707882,5.546269,5.584623333,5.582525,5.4659586,6.3042326,5.784238733,0.1996154,0.50022452,0.715504204
conserved hypothetical protein,HVO_2476,6.1451955,6.412867,6.659078,6.4057135,6.4484334,6.3845124,6.983341,6.605428933,0.199715433,0.453799662,0.696037096
hypothetical protein,HVO_A0225,6.091232,5.891211,6.3942924,6.125578467,6.2518287,6.043325,6.680742,6.325298567,0.1997201,0.448417088,0.69436365
conserved hypothetical protein,HVO_0777,6.8419867,6.810165,7.338603,6.996918233,6.879843,7.200527,7.510477,7.196949,0.200030767,0.468186035,0.696831004
conserved hypothetical protein,HVO_1635,6.9430513,7.164579,7.5716314,7.226420567,7.1222105,7.290286,7.867231,7.426575833,0.200155267,0.529605317,0.729734667
trehalose utilization protein,HVO_1459,9.353261,9.972826,9.93272,9.752935667,9.734508,9.615687,10.509184,9.953126333,0.200190667,0.592137633,0.76171452
transcription initiation factor TFB,HVO_1676,13.014708,12.081307,12.385639,12.49388467,12.754861,12.721073,12.607555,12.69449633,0.200611667,0.511053974,0.721979551
flagella biogenesis protein FlaJ (probable flagellin secretion system protein FlaJ),HVO_1218,6.55174,6.6641345,7.0471845,6.754353,6.7331915,6.621288,7.510893,6.955124167,0.200771167,0.561402638,0.745573834
conserved hypothetical protein,HVO_0596,6.0594172,6.3956685,6.1483426,6.201142767,6.2630286,6.344044,6.5988097,6.401960767,0.200818,0.232002074,0.629581184
transcription regulator,HVO_1420,5.576094,5.769021,5.7262363,5.690450433,5.5646257,5.5826297,6.526741,5.891332133,0.2008817,0.56778449,0.748716477
"membrane protein, putative",HVO_1927,6.7687407,6.836898,6.6707644,6.758801033,6.9399,6.8547587,7.087894,6.9608509,0.202049867,0.072666671,0.399387931
hypothetical protein,HVO_B0312,5.411615,5.665753,5.759762,5.612376667,5.5405655,5.4817924,6.421712,5.814689967,0.2023133,0.563059819,0.746190016
threonine ammonia-lyase,HVO_0464,7.7533,7.9457216,8.007634,7.902218533,7.9262075,7.835168,8.552424,8.104599833,0.2023813,0.443214653,0.691817623
"acetylornithine deacetylase, putative",HVO_B0002,5.6318836,5.561723,5.7600923,5.651232967,5.660891,5.603277,6.297088,5.853752,0.202519033,0.427847514,0.684887968
Domain of unknown function (DUF309) family,HVO_0514,5.71081,5.786931,5.7420506,5.7465972,5.791918,5.6752543,6.380282,5.949151433,0.202554233,0.407939333,0.674809819
conserved hypothetical protein,HVO_0626,5.661747,5.847694,5.9690313,5.826157433,5.8238425,5.8680406,6.394874,6.028919033,0.2027616,0.376577756,0.661687742
conserved hypothetical protein,HVO_0108,6.3509235,6.311758,6.4468985,6.36986,6.3418145,6.531103,6.845815,6.572910833,0.203050833,0.253502227,0.635520671
cationic amino acid transporter,HVO_0176,5.6396685,5.8984365,6.4703217,6.0028089,5.904706,5.9362307,6.7772775,6.2060714,0.2032625,0.618082094,0.777971303
hypothetical protein,HVO_2987,5.511472,5.653551,5.60528,5.590101,5.579753,5.6359334,6.16517,5.7936188,0.2035178,0.346878853,0.661274739
sulfite oxidase homolog,HVO_1471,5.7806206,5.9797235,5.8061023,5.855482133,5.863221,5.8346167,6.479213,6.0590169,0.203534767,0.406017007,0.674516028
succinoglycan biosynthesis transport protein,HVO_2652,7.708064,8.182349,8.458486,8.116299667,8.162466,8.042262,8.755014,8.319914,0.203614333,0.548056436,0.738588061
rimK family protein,HVO_0046,12.13559,12.980615,12.7906,12.63560167,13.01933,12.6111765,12.887167,12.8392245,0.203622833,0.511320664,0.721979551
"rhomboid-like intramembrane serine protease, N-terminal Zn finger",HVO_0727,10.0850935,9.966599,9.929247,9.9936465,10.10057,10.583925,9.907778,10.19742433,0.203777833,0.379636827,0.66353191
electron transfer flavoprotein alpha subunit,HVO_0304,7.2645535,7.3196692,7.313096,7.299106233,7.257979,7.422974,7.8283186,7.503090533,0.2039843,0.297205187,0.650109412
"Xaa-Pro aminopeptidase, M24 family protein (TBD)",HVO_0414,5.56102,5.804744,5.816491,5.727418333,5.692459,5.6626854,6.439102,5.931415467,0.203997133,0.487870227,0.707949675
dihydrolipoamide S-acyltransferase,HVO_0666,5.6549153,5.782405,6.1323514,5.856557233,5.9296308,5.857173,6.395115,6.0606396,0.204082367,0.407751294,0.674809819
ABC-type transport system ATP-binding protein (probable substrate cobalt),HVO_B0177,6.391108,6.030352,6.2403283,6.2205961,6.241213,6.0270386,7.0061827,6.424811433,0.204215333,0.552199412,0.741136455
3-isopropylmalate dehydrogenase,HVO_1502,8.525784,8.696197,8.329464,8.517148333,8.705446,8.19784,9.261843,8.721709667,0.204561333,0.563250846,0.74619502
conserved hypothetical protein,HVO_1321,5.720128,6.0252647,6.1858454,5.977079367,5.930649,5.799497,6.8153815,6.1818425,0.204763133,0.586883219,0.759575789
chloromuconate cycloisomerase,HVO_1461,5.6285496,5.9392343,6.142095,5.903292967,5.91495,5.667129,6.743462,6.108513667,0.2052207,0.597228661,0.764464358
3-dehydroquinate synthase,HVO_0822,7.082969,7.646111,7.769774,7.499618,7.5610504,7.4780354,8.075476,7.704853933,0.205235933,0.507219243,0.72050535
"Flavin reductase like domain, putative",HVO_1409,5.8211365,5.968895,6.003137,5.931056167,5.9593678,5.9495244,6.5005865,6.1364929,0.205436733,0.341408717,0.660370822
lipoic acid synthetase,HVO_2957,10.245435,10.363362,10.191929,10.26690867,10.336994,10.735948,10.345938,10.47296,0.206051333,0.21753759,0.619451442
aldo/keto reductase,HVO_0757,6.863102,7.028951,7.3501496,7.0807342,7.0514154,7.0105767,7.79915,7.287047367,0.206313167,0.520843685,0.726816813
ribosomal protein L15,HVO_2542,11.980155,12.125217,12.380031,12.161801,12.278088,11.468139,13.359339,12.368522,0.206721,0.730793901,0.847937167
conserved hypothetical protein,HVO_A0189,6.045268,6.743723,6.534975,6.441322,6.6778297,6.2107186,7.057046,6.648531433,0.207209433,0.55322297,0.741136455
hypothetical protein,HVO_B0252,6.3376412,6.021695,6.2816067,6.213647633,6.029227,5.7469063,7.487818,6.4213171,0.207669467,0.724048056,0.846138271
Protein of unknown function (DUF833) superfamily,HVO_1089,5.947482,6.1420465,6.1209345,6.070154333,6.040607,5.950305,6.843418,6.27811,0.207955667,0.513605346,0.722368321
probable metallo-beta-lactamase family hydrolase,HVO_1041,6.08664,6.3929086,6.68175,6.387099533,6.396627,6.3724384,7.01741,6.5954918,0.208392267,0.486549008,0.70757129
glycosyltransferase,HVO_1613,7.54638,8.809143,8.0009365,8.118819833,8.68301,8.475805,7.824918,8.327911,0.209091167,0.666863683,0.808301226
conserved hypothetical protein,HVO_1153,9.297574,9.039399,8.780689,9.039220667,9.225882,9.658528,8.860884,9.248431333,0.209210667,0.488597112,0.708021633
ribosomal protein S5,HVO_2544,12.733273,13.047548,13.15524,12.978687,13.146749,12.457504,13.959877,13.18804333,0.209356333,0.667494527,0.808301226
methyl transferase-like protein,HVO_2875,5.834713,6.028909,5.957794,5.940472,5.9858503,5.8132806,6.6527743,6.150635067,0.210163067,0.467691421,0.696831004
bacteriophage protein-like protein,HVO_0471,5.741911,5.7351108,6.2618566,5.912959467,5.966064,5.8219533,6.581418,6.1231451,0.210185633,0.510062608,0.721979551
leucyl aminopeptidase,HVO_0477,7.1589947,8.051292,7.76638,7.6588889,7.8479967,7.616071,8.143696,7.869254567,0.210365667,0.527296636,0.728093241
"transporter, small conductance mechanosensitive ion channel (MscS) family",HVO_2685,9.989709,10.37908,10.112012,10.160267,10.586037,10.604596,9.9218855,10.3708395,0.2105725,0.450815598,0.695836103
"SpoIVFB-type metallopeptidase, transmembrane (TBD)",HVO_1555,6.2619886,6.6740603,6.5574245,6.497824467,6.756496,6.3528395,7.0194087,6.7095814,0.211756933,0.408162853,0.674809819
proton/sodium-glutamate symport protein,HVO_2885,6.787974,6.51439,7.01197,6.771444667,6.843305,6.8275514,7.2793803,6.983412233,0.211967567,0.362573647,0.661493618
excinuclease ABC subunit C,HVO_3006,6.2107797,6.4875975,6.736721,6.478366067,6.4761286,6.3444047,7.2506948,6.690409367,0.2120433,0.544911693,0.737100721
ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),HVO_B0220,7.3062797,6.557785,7.178445,7.0141699,7.027798,6.5973716,8.05474,7.226636533,0.212466633,0.68706305,0.822392608
hypothetical protein,HVO_2021,8.092338,9.15134,9.40196,8.881879333,9.236805,8.371773,9.676226,9.094934667,0.213055333,0.720548496,0.843601703
phosphohydrolase,HVO_2482,6.56751,6.7935443,7.2569447,6.872666333,6.9045897,6.8029947,7.550506,7.086030133,0.2133638,0.528855385,0.729487265
Protein of unknown function (DUF343) superfamily,HVO_1131,9.357673,9.947968,9.919802,9.741814333,9.625124,10.096082,10.145547,9.955584333,0.21377,0.447202577,0.693575865
thioesterase,HVO_A0513,5.9579434,6.1439967,6.5998783,6.233939467,6.0851784,6.20588,7.0520864,6.447714933,0.213775467,0.583597959,0.758510974
Na(+):H(+) antiporter,HVO_1063,6.6531134,7.1635346,7.1184936,6.978380533,6.9329286,6.6813483,7.962911,7.192395967,0.214015433,0.640757256,0.792973134
ABC-type transport system ATP-binding protein,HVO_1443,5.847432,6.0282097,6.1910625,6.022234733,6.1561303,5.951824,6.6012754,6.2364099,0.214175167,0.377328022,0.662110157
potassium uptake protein TrkA,HVO_1058,9.007291,9.6425905,9.181811,9.277230833,9.844332,9.218674,9.412605,9.491870333,0.2146395,0.463028727,0.696037096
glycosyltransferase,HVO_A0194,5.6264396,5.5146894,6.3136,5.818243,6.046353,5.9770947,6.0768437,6.033430467,0.215187467,0.440448657,0.69153616
Molybdenum cofactor biosynthesis protein B,HVO_2645,7.1825867,7.9073105,8.06788,7.719259067,7.7981787,7.676456,8.33104,7.9352249,0.215965833,0.558118193,0.744095349
D-3-phosphoglycerate dehydrogenase,HVO_2968,10.506865,10.85091,10.732713,10.69682933,10.724083,11.060227,10.954288,10.912866,0.216036667,0.201605765,0.604979476
LPS biosynthesis protein,HVO_0824,6.4177895,6.8865886,6.5890417,6.631139933,6.6600747,6.4711843,7.4117565,6.847671833,0.2165319,0.533596894,0.730518936
ATP-dependent DNA helicase Dna2,HVO_2767,8.521313,8.94143,8.859562,8.774101667,9.091062,8.456509,9.424695,8.990755333,0.216653667,0.525290491,0.727339335
Na+/Ca2+-exchanging protein,HVO_0715,11.406302,11.499364,11.259475,11.38838033,11.643877,11.609189,11.56411,11.60572533,0.217345,0.041752786,0.307550559
phosphoserine phosphatase SerB,HVO_2965,8.732078,8.921944,9.147811,8.933944333,9.068255,9.421689,8.9648285,9.151590833,0.2176465,0.300581208,0.650109412
unknown protein,HVO_B0063,9.848298,12.3347,12.141224,11.44140733,12.204002,11.09653,11.677895,11.65947567,0.218068333,0.812367754,0.894773641
Glutamate-cysteine ligase family 2(GCS2) family,HVO_0744,6.048159,6.445268,6.8753047,6.4562439,6.490928,6.471536,7.0607405,6.6744015,0.2181576,0.516859414,0.724221085
conserved hypothetical protein,HVO_2852,5.935355,6.176332,6.012713,6.041466667,6.1421847,6.0549297,6.5844,6.2605048,0.219038133,0.287359692,0.64700469
conserved hypothetical protein,HVO_A0395,9.672236,9.424504,8.922422,9.339720667,9.744316,9.738791,9.193224,9.558777,0.219056333,0.487070362,0.707610424
conserved hypothetical protein,HVO_1622,5.474281,5.6155252,5.960249,5.683351733,5.7467823,5.6526194,6.308222,5.902541233,0.2191895,0.430841163,0.685459352
pyrroline-5-carboxylate reductase,HVO_1372,8.677211,9.454737,9.017879,9.049942333,9.611441,9.175201,9.021258,9.2693,0.219357667,0.486054908,0.707303515
Htr-like protein,HVO_2870,9.034261,9.094659,8.767714,8.965544667,9.295447,9.431322,8.828489,9.185086,0.219541333,0.351491186,0.661493618
conserved hypothetical protein,HVO_1505,15.076646,15.264601,15.515227,15.28549133,15.529433,15.381452,15.604732,15.50520567,0.219714333,0.199150811,0.602774471
glutamyl-tRNA reductase,HVO_2311,10.34547,10.404077,10.194072,10.31453967,10.326719,11.071436,10.205952,10.53470233,0.220162667,0.472349647,0.697471845
cytochrome bc1 complex cytochrome b/c subunit,HVO_0841,12.103998,12.73653,12.496559,12.44569567,12.677807,12.459502,12.860653,12.66598733,0.220291667,0.369001303,0.661493618
ribosomal-protein-alanine acetyltransferase,HVO_1954,5.410034,5.7142158,5.684342,5.602863933,5.556622,5.564453,6.349123,5.823399333,0.2205354,0.475152884,0.700512113
